,id,isrc,track,artists,album,release_date,release_year,length_ms,explicit,popularity
0,0mUyMawtxj1CJ76kn9gIZK,USWB10401971,Bad Day,['Daniel Powter'],Daniel Powter,2005-02-22,2005,233640,False,78
1,0k2GOhqsrxDTAbFFSdNJjT,USAT20505520,Temperature,['Sean Paul'],The Trinity,2005-09-26,2005,218573,False,83
2,2gam98EZKrF9XuOkU13ApN,USUM70603473,Promiscuous,"['Nelly Furtado', 'Timbaland']",Loose,2006-01-01,2006,242293,False,87
3,0vg4WnUWvze6pBOJDTq99k,USAT20401588,You're Beautiful,['James Blunt'],Back to Bedlam,2005-08-08,2005,209493,True,79
4,3ZFTkvIE7kyPt6Nu3PEa7V,USSM10600677,Hips Don't Lie (feat. Wyclef Jean),"['Shakira', 'Wyclef Jean']","Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,2005,218093,False,87
5,3U5JVgI2x4rDyHGObzJfNf,GBARL0400707,Unwritten,['Natasha Bedingfield'],Unwritten,2004-08-30,2004,259333,False,92
6,2N5zMZX7YeL1tico8oQxa9,USAT20611041,Crazy,['Gnarls Barkley'],St. Elsewhere,2006-05-02,2006,182066,False,76
7,3kZoay4ANo86ehb6s4RwS9,USUM70503088,Ridin',"['Chamillionaire', 'Krayzie Bone']",The Sound of Revenge,2005-01-01,2005,303053,True,72
8,0O45fw2L5vsWpdsOdXwNAR,USJI10600269,SexyBack (feat. Timbaland),"['Justin Timberlake', 'Timbaland']",FutureSex/LoveSounds,2006-09-12,2006,242733,True,82
9,2RWxrpsFshOBFwRBRstUlQ,USSM10600137,Check On It (feat. Bun B & Slim Thug),"['Beyoncé', 'Bun B', 'Slim Thug']",B'Day,2006-09-04,2006,210453,False,62
10,6Y3WvyUG9iE5bQYg38SPtQ,USUM70505512,Be Without You - Kendu Mix,['Mary J. Blige'],The Breakthrough,2005-01-01,2005,246333,True,71
11,0l7DPAKQVayEz9FXC9di2e,USUM70505024,Grillz,"['Nelly', 'Paul Wall', 'Ali & Gipp']",Still Hot In Herre,2022-10-14,2022,271160,True,63
12,1N62wozuHCvczCkY4QidpP,USSM10502369,Over My Head (Cable Car),['The Fray'],How To Save A Life,2005-09-13,2005,236266,False,74
13,7k6IzwMGpxnRghE7YosnXT,USBB40610361,Me & U,['Cassie'],Cassie (U.S. Version),2006-08-07,2006,192213,False,80
14,2ICylmg7jCYdOWUFNa8VW7,USUM70601818,Buttons - Featuring Big Snoop Dogg,"['The Pussycat Dolls', 'Snoop Dogg']",Buttons,2006-01-01,2006,231293,False,45
15,7xYnUQigPoIDAMPVK79NEq,USJI10500482,Run It! (feat. Juelz Santana),"['Chris Brown', 'Juelz Santana']",Chris Brown (Expanded Edition),2005-01-01,2005,229866,False,77
16,6brl7bwOHmGFkNw3MBqssT,USUM70501633,So Sick,['Ne-Yo'],In My Own Words,2006-01-01,2006,207186,False,82
17,05Sgj1Hx03ZXc57gsV1kfX,USBB40610080,It's Goin' Down (feat. Nitti),"['Yung Joc', 'NITTI']",New Joc City,2006-06-06,2006,241840,True,68
18,30cSNer6TV8x2utjULVeQ5,USUM70507379,SOS,['Rihanna'],A Girl Like Me,2006-04-10,2006,238920,False,80
19,4bPQs0PHn4xbipzdPfn6du,US56V0507710,I Write Sins Not Tragedies,['Panic! At The Disco'],A Fever You Can't Sweat Out,2005-09-27,2005,186634,False,76
20,2l57cfmCnOkwNX1tky02n1,USDW10500125,Move Along,['The All-American Rejects'],Move Along,2005-01-01,2005,238880,False,72
21,7jRoWfRlLnGYEIEn4t4kbq,USUM70609276,London Bridge,['Fergie'],The Dutchess,2006-09-13,2006,241306,True,68
22,10Nmj3JCNoMeBQ87uw5j8k,USWB10600700,Dani California,['Red Hot Chili Peppers'],Stadium Arcadium,2006-05-09,2006,282160,False,82
23,6o3s08kk2fQI37vxGZDrJ1,USTV10600013,Snap Yo Fingers,"['Lil Jon', 'E-40', 'Sean Paul']",Snap Yo Fingers - Single,2006-05-02,2006,274386,False,71
24,5ZRJZLIoENp76mB9U7DSwu,USA2P1390634,"Lean wit' It, Rock wit' It",['Ameritz Top Tributes'],"Lean wit' It, Rock wit' It: A Tribute to Dem Franchize Boyz & Lil' Peanut & Charlay",2013-11-05,2013,231998,False,0
25,4bVuIlGQBMWS7vIhcx8Ae4,USL2S0520197,What Hurts The Most,['Rascal Flatts'],Me And My Gang,2006-01-01,2006,214106,False,72
26,5fVZC9GiM4e8vu99W0Xf6J,USSM10601178,How to Save a Life,['The Fray'],How To Save A Life,2005-09-13,2005,262533,False,84
27,13xxBnXOuiBxVxJI458B0i,USUM70601995,Unfaithful,['Rihanna'],A Girl Like Me,2006-04-10,2006,226973,False,74
28,5hnyJvgoWiQUYZttV4wXy6,GBUM70600345,Chasing Cars,['Snow Patrol'],Eyes Open,2006-01-01,2006,267960,False,85
29,40LQiUUUKXVGyNs09lHVjW,USUM70503185,Lips Of An Angel,['Hinder'],Extreme Behavior,2005-01-01,2005,261853,False,76
30,5YJtMNWKe55yr49cyJgxva,DEZ620500053,Everytime We Touch,['Cascada'],Everytime We Touch (Premium Edition),2010-02-12,2010,197124,False,78
31,7huo2wvrCgRucUsjdSDLQV,USRC10600321,Ain't No Other Man,['Christina Aguilera'],Back To Basics,2006-08-14,2006,228906,False,65
32,0a7BloCiNzLDD9qSQHh5m7,USDJ20500174,"Dance, Dance",['Fall Out Boy'],From Under The Cork Tree,2005-05-03,2005,180266,False,81
33,1PS1QMdUqOal0ai3Gt7sDQ,USUM70500143,Gold Digger,"['Kanye West', 'Jamie Foxx']",Late Registration,2005-08-30,2005,207626,True,85
34,2JpUkUR0OsOlUUfm6iS8ic,USUM70605316,Money Maker,"['Ludacris', 'Pharrell Williams']",Release Therapy,2006-01-01,2006,230613,True,62
35,0k6HUzaRHpQ3eEWr1C7Esh,USVI20500657,Ms. New Booty,"['Bubba Sparxxx', 'Ying Yang Twins', 'Mr. Collipark']",Ms. New Booty,2005-01-01,2005,252653,True,64
36,6k8uthjEbttfWXcGaNTQGD,USAT20615165,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,"['Sean Paul', 'Keyshia Cole']",Only Hits,2006-11-07,2006,243880,False,55
37,3hb2ScEVkGchcAQqrPLP0R,NLA320581256,Photograph,['Nickelback'],All the Right Reasons,2005-09-26,2005,258920,False,70
38,3f3omU8n47Mqyab5nCaGyT,GBCTA0400265,Because of You,['Kelly Clarkson'],Breakaway,2004-01-17,2004,219493,False,72
39,4NjR63Up0uMkQBlKvlZd1l,USUM70503127,Stickwitu,['The Pussycat Dolls'],PCD,2005-01-01,2005,207506,False,65
40,2QurCbkPO14pjrikPNja0h,USJI10500770,I'm N Luv (Wit a Stripper) (feat. Mike Jones),"['T-Pain', 'Mike Jones']",Rappa Ternt Sanga (Expanded Edition),2005-12-06,2005,239413,True,70
41,19JdbdEwQI7bCxefMokZO8,USIR10500771,My Humps,['Black Eyed Peas'],Monkey Business,2005-01-01,2005,326960,False,70
42,7pAT4dOUzjq8Ziap5ShIqC,USWB10504785,Where'd You Go (feat. Holly Brook & Jonah Matranga),"['Fort Minor', 'Holly Brook', 'Jonah Matranga']",The Rising Tied,2005-11-21,2005,231866,True,58
43,7DFnq8FYhHMCylykf6ZCxA,USJI10500654,Yo (Excuse Me Miss),['Chris Brown'],Chris Brown (Expanded Edition),2005-01-01,2005,229040,False,76
44,25sA1vM4BFkTb5cJGWftFo,GBCTA0400266,Walk Away,['Kelly Clarkson'],Breakaway,2004-01-17,2004,189306,False,51
45,2ajhenDRiiAnCHHjsIOHhJ,USEA20520540,Laffy Taffy,['D4L'],Down for Life,2005-11-08,2005,224253,True,70
46,0CAJdthKDdRjB2h8YOguN6,USAT20610124,What You Know,['T.I.'],King,2006-03-26,2006,274333,True,68
47,5lDriBxJd22IhOH9zTcFrV,USDW10500128,Dirty Little Secret,['The All-American Rejects'],Move Along,2005-01-01,2005,193653,False,74
48,2BoWXJfClbDQkZCZsE0Ru7,USRH12000110,Savin' Me - 2020 Remaster,['Nickelback'],All The Right Reasons (15th Anniversary Expanded Edition),2005-01-01,2005,219293,False,70
49,1HkVSmzBbdZ5Bzdd00IZgh,USUM70504581,Don't Forget About Us - Radio Edit,['Mariah Carey'],The Emancipation Of Mimi (Ultra Platinum Edition),2005-04-12,2005,233866,False,61
50,10aWGOqSDBqvNzJ9NeKDbK,USUM70600316,Sexy Love,['Ne-Yo'],In My Own Words,2006-01-01,2006,220853,False,74
51,7g7M96UGiA7OR79H86gV4m,USRE10600439,U and Dat (feat. T. Pain & Kandi Girl),"['E-40', 'T-Pain', 'Kandi Girl']",My Ghetto Report Card,2006-03-14,2006,202720,True,65
52,0ADZ5dmXhlfzjMw6lefoPl,NLA320581338,Far Away,['Nickelback'],All the Right Reasons,2005-09-26,2005,238173,False,73
53,1bPqAXwNiVcM6zjJU1Z4Cd,USJI10600023,What's Left Of Me,['Nick Lachey'],What's Left Of Me,2006-01-01,2006,244666,False,48
54,0Uc706myy6Th7I6KQ9xA1x,USUM70601012,So What,"['Field Mob', 'Ciara']",Light Poles And Pine Trees,2006-01-01,2006,216000,True,60
55,6R1hZLqixuKucjo67IN1tM,USA561201353,Do It to It (In the Style of Cherish and Sean Paul of the Youngbloodz) [Karaoke Version],['Ameritz Top Tracks'],Do It to It (In the Style of Cherish and Sean Paul of the Youngbloodz) [Karaoke Version],2012-05-01,2012,230293,False,0
56,0qAMjeQFyd1qD0LDiV8gWp,GBGLM0400102,Black Horse And The Cherry Tree,['KT Tunstall'],Eye To The Telescope,2005-01-01,2005,172373,False,67
57,50UkypyQJbSQLaXHke5Yep,USUM70503011,There It Go (The Whistle Song),['Juelz Santana'],What The Game's Been Missing!,2005-01-01,2005,180493,True,63
58,2OqYarizUUGzSSNHPrDEii,USAT20612414,Shoulder Lean (feat. T.I.),"['Young Dro', 'T.I.']",Best Thang Smokin' (Explicit Version),2006-06-27,2006,258680,True,59
59,3UNrtRxBBlWE70SjxnOo02,USJAY0500759,Unpredictable (feat. Ludacris) - Main,"['Jamie Foxx', 'Ludacris']",Unpredictable,2005-12-20,2005,219866,False,57
60,4NeOWqHmlrGRuBvsLJC9rL,USJI10600477,My Love (feat. T.I.),"['Justin Timberlake', 'T.I.']",FutureSex/LoveSounds Deluxe Edition,2006-09-13,2006,276160,False,78
61,0fGh0trRN1xz3s41r7V5ce,USUM70506389,Shake That,"['Eminem', 'Nate Dogg']",Curtain Call: The Hits (Deluxe Edition),2005-12-06,2005,274440,True,77
62,5hF2LnbkpnXCkksMSeWcxZ,USCA20600734,Pullin' Me Back,"['Chingy', 'Tyrese']",Hoodstar (Deluxe Edition),2006-01-01,2006,234133,True,66
63,0Eu5SrReZzaJX0NLKI8tQS,USLF20500240,Bossy Featuring Too $hort (feat. Too $hort),"['Kelis', 'Too $hort']",Kelis Was Here,2006-08-22,2006,274946,False,51
64,0tYPj0NYa7vjlJaqlRSnJb,USUM70603196,Chain Hang Low,['Jibbs'],Jibbs feat. Jibbs,2006-01-01,2006,207586,True,59
65,2kQuhkFX7uSVepCD3h29g5,USUM70609036,Smack That,"['Akon', 'Eminem']",Konvicted,2006-01-01,2006,212360,True,88
66,2TFsx3B0hLSSTambrudXs3,USUYG1160553,One Wish,['Ray J'],Raydiation,2005-09-05,2005,337640,True,67
67,2TfSHkHiFO4gRztVIkggkE,USIR20500201,"Sugar, We're Goin Down",['Fall Out Boy'],From Under The Cork Tree,2005-05-03,2005,229093,False,81
68,2bIrFpyw3AA2t7gNIkfmGb,USJI10600086,Gimme That Remix (feat. Lil' Wayne),"['Chris Brown', 'Lil Wayne']",Chris Brown (Expanded Edition),2005-01-01,2005,237360,False,61
69,6giYNaycmjkbf7UmZ6RGtL,USBB40610117,"I Know You See It (feat. Brandy ""Ms. B"" Hambrick)","['Yung Joc', 'Brandy ""Ms. B"" Hambrick']",New Joc City,2006-06-06,2006,241306,True,56
70,5439qJTu5mVH9aeriwp03u,USUM70502482,Who Says You Can't Go Home,"['Bon Jovi', 'Jennifer Nettles']",Have A Nice Day,2005-01-01,2005,230280,False,57
71,4T4NLIMypdmyUwK54jECk4,USUYG1352918,Too Little Too Late,['JoJo'],The High Road,2006-10-17,2006,221720,False,75
72,3HVJbdz0V402U5YggQK4Ao,USUM70505393,Touch It,['Busta Rhymes'],The Big Bang,2006-01-01,2006,214960,True,61
73,4Xtlw8oXkIOvzV7crUBKeZ,USUM70505755,Rompe,['Daddy Yankee'],Barrio Fino En Directo,2005-01-01,2005,188626,True,77
74,423EcxblW9F4nnQkqcqMlK,USSM10602510,Deja Vu (feat. Jay-Z),"['Beyoncé', 'JAY-Z']",B'Day Deluxe Edition,2007-05-29,2007,240280,False,66
75,5gB2IrxOCX2j9bMnHKP38i,USWD10628832,Life is a Highway,['Rascal Flatts'],Cars (Original Motion Picture Soundtrack),2006-01-01,2006,275640,False,78
76,663Karu2rvKLdnY0eo1n3M,USWU30600102,Call Me When You're Sober,['Evanescence'],The Open Door,2006-01-01,2006,214706,False,71
77,3lec3CzDPAxsZokPph5w87,GBCTA0500152,"Jesus, Take the Wheel",['Carrie Underwood'],Some Hearts,2005-11-14,2005,226493,False,65
78,5FRIqUXfTazrtRmYEGO4G0,USBB40610275,Show Stopper,['Danity Kane'],Danity Kane,2006-08-22,2006,229240,False,56
79,3rKCDtV8UcF0RytSiXxypc,USLF20600131,Get Up (feat. Chamillionaire),"['Ciara', 'Chamillionaire']",The Evolution,2006-01-01,2006,261880,False,65
80,6Stx7YKspZogtx0xpghQ1R,USAT20502060,We Be Burnin' (Recognize It),['Sean Paul'],party like its the 2010s,2024-02-09,2024,215213,False,0
81,1tL40tfdtUaSLek4DvDDr3,USUM70600411,Hate Me,['Blue October'],Foiled,2006-01-01,2006,380200,True,62
82,0815caqt2Lytro5EIzMufT,USDW10500001,You And Me,['Lifehouse'],Lifehouse,2005-03-22,2005,195493,False,79
83,5TXNLJ2EENAt3Tf9MX4kT2,USUM70501898,Beep,"['The Pussycat Dolls', 'will.i.am']",PCD,2005-01-01,2005,229360,False,53
84,5a4AQWs84xeEyYUd1iC2Pn,USVI20500231,I Think They Like Me - Remix,"['Dem Franchize Boyz', 'Jermaine Dupri', 'Da Brat', 'Bow Wow', 'The Kid Slim']",On Top Of Our Game,2006-01-01,2006,282093,True,53
85,5F7IJrXD6Fa3EmqoYE0gU4,USJI10500728,Say Goodbye,['Chris Brown'],Chris Brown (Expanded Edition),2005-01-01,2005,289760,False,71
86,5imShWWzwqfAJ9gXFpGAQh,USSM10602589,Waiting On the World to Change,['John Mayer'],Continuum,2006-09-11,2006,201173,False,77
87,0Ss50OU9tCozI7JIywkv14,USUM70501374,Soul Survivor,"['Jeezy', 'Akon']",Let's Get It: Thug Motivation 101,2005-01-01,2005,280013,True,69
88,6btyEL6NwUa97Nex9cZFvo,USIR10500407,Pump It,['Black Eyed Peas'],Monkey Business,2005-01-01,2005,213066,True,72
89,2lRI7n5b9jlPYsEpRuots6,USUM70506288,When I'm Gone,['Eminem'],When I'm Gone,2005-12-06,2005,281120,True,66
90,3850dYVgOFIXJh5U4BFEWH,USWB10504319,Hung Up,['Madonna'],Confessions on a Dance Floor,2005-11-11,2005,337733,False,79
91,5E7KLTX783z6hMxqEwQQM4,USSM10502940,Stay Fly (feat. Young Buck & 8Ball & MJG),"['Three 6 Mafia', 'Young Buck', '8Ball & MJG']",Most Known Unknown,2006-06-20,2006,236640,False,46
92,0W4NhJhcqKCqEP2GIpDCDq,USAM10500210,Love,['Keyshia Cole'],The Way It Is,2005-01-01,2005,255333,False,87
93,5FXOEdfNW7nYQrBWtW49Cl,USUM70600054,When You're Mad,['Ne-Yo'],In My Own Words,2006-01-01,2006,222000,False,58
94,1g0oI97rPdYuWDIpkbtQdv,USAT20610994,Why You Wanna,['T.I.'],King,2006-03-26,2006,215000,True,60
95,1Ab6RxeKl3e07zP7Get7CX,USLF20600004,Stupid Girls,['P!nk'],I'm Not Dead,2006-04-04,2006,197173,True,59
96,0d28khcov6AiegSCpG5TuT,GBAYE0500172,Feel Good Inc.,['Gorillaz'],Demon Days,2005-05-23,2005,222640,False,87
97,0DLOyyQvwPTSDKuhpzMMwA,USJI10500485,I'm Sprung,['T-Pain'],Rappa Ternt Sanga (Expanded Edition),2005-12-06,2005,231040,False,75
98,2jv9Ppwz9u3lqWfXV0q2sW,GBCTA0600096,Do I Make You Proud,['Taylor Hicks'],Do I Make You Proud/Takin' It To The Streets,2006-06-13,2006,248693,False,26
99,2umlWguZrsK4LyR5CjwXol,USGN61105347,For You I Will (Confidence) - Originally Performed By Teddy Geiger,['B the Star'],40 Super Hits Karaoke: Rock Out V4,2011-06-14,2011,223635,False,6
100,6RX5iL93VZ5fKmyvNXvF1r,USSM10603620,Irreplaceable,['Beyoncé'],B'Day Deluxe Edition,2007-05-29,2007,227853,False,73
101,2yPoXCs7BSIUrucMdK5PzV,USUM70736771,Umbrella,"['Rihanna', 'JAY-Z']",Good Girl Gone Bad,2007-01-01,2007,275986,False,76
102,66ZcOcouenzZEnzTJvoFmH,USUM70618684,The Sweet Escape,"['Gwen Stefani', 'Akon']",The Sweet Escape,2006-01-01,2006,246466,False,77
103,4AniPkv5vgdE1n6VKreiyI,USUM70609115,Big Girls Don't Cry (Personal),['Fergie'],The Dutchess,2006-09-13,2006,268120,False,70
104,1tkMs9wDPknQ3ZHcKDw1ES,USJI10700121,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),"['T-Pain', 'Yung Joc']",Epiphany (Expanded Edition),2007-06-05,2007,227960,False,80
105,0ZUo4YjG4saFnEJhdWp9Bt,GBCTA0500197,Before He Cheats,['Carrie Underwood'],Some Hearts,2005-11-14,2005,199946,False,82
106,4RCWB3V8V0dignt99LZ8vH,US5260507213,Hey There Delilah,"[""Plain White T's""]",All That We Needed,2005-01-01,2005,232533,False,82
107,0CXVjQI9wsqaGeIARkkpYc,USUM70615284,I Wanna Love You,"['Akon', 'Snoop Dogg']",Konvicted,2006-01-01,2006,247066,True,77
108,2aI21FnmY7TJVKeMaoQZ0t,USUM70603368,Say It Right,['Nelly Furtado'],Loose,2006-01-01,2006,223080,False,84
109,4KTtYhxFtFL7mBwnjkKfLm,USUM70609119,Glamorous,"['Fergie', 'Ludacris']",The Dutchess,2006-09-13,2006,246573,True,74
110,7I6DceMT3utDOHjcYCbrr4,USUM70615300,Don't Matter,['Akon'],Konvicted,2006-01-01,2006,293053,True,77
111,45hOioMDJktr86iKDHC8gr,USRC10700021,Girlfriend,['Avril Lavigne'],The Best Damn Thing (Expanded Edition),2007-04-17,2007,216600,True,79
112,1lHXlGlve5Zx8tXLhyjDwM,USUM70729755,Makes Me Wonder,['Maroon 5'],It Won't Be Soon Before Long.,2007-01-01,2007,211080,True,59
113,07SajbxT3mMTKhbkGjVMBW,USUM71613705,Party Like A Rockstar - (Choppa Dunks Remix),"['SHOP BOYZ', 'Choppa Dunks']",Party Like A Rockstar (Choppa Dunks Remix),2016-10-28,2016,214640,True,40
114,2kQuhkFX7uSVepCD3h29g5,USUM70609036,Smack That,"['Akon', 'Eminem']",Konvicted,2006-01-01,2006,212360,True,88
115,0AA6zq5ArZ1sSH7VIMi4NK,USCA20701945,This Is Why I'm Hot,['MiMS'],Music Is My Savior,2007-01-01,2007,253706,True,61
116,234RqTZmnDTnxWlVciXHLD,GBCTA0600228,It's Not Over,['Daughtry'],Daughtry (Deluxe Edition),2006-01-01,2006,215026,False,68
117,2bLqfJjuC5syrsgDsZfGmn,USUM70722806,The Way I Are,"['Timbaland', 'Keri Hilson', 'D.O.E.']",Shock Value,2007-01-01,2007,179120,False,87
118,1D066zixBwqFYqBhKgdPzp,USUM70609117,Fergalicious,"['Fergie', 'will.i.am']",The Dutchess,2006-09-13,2006,292373,True,72
119,66TRwr5uJwPt15mfFkzhbi,USUM70742048,Crank That (Soulja Boy),['Soulja Boy'],souljaboytellem.com,2007-01-01,2007,221933,False,79
120,0wbDgMuAoy7O7pL3a69uZx,USUM70700995,Give It To Me,"['Timbaland', 'Justin Timberlake', 'Nelly Furtado']",Shock Value,2007-04-02,2007,234026,True,79
121,3pD0f7hSJg2XdQ6udw5Tey,USJI10600479,What Goes Around.../...Comes Around (Interlude),['Justin Timberlake'],FutureSex/LoveSounds,2006-09-12,2006,448573,False,76
122,2Lhdl74nwwVGOE2Gv35QuK,US56V0407211,Cupid's Chokehold / Breakfast in America,['Gym Class Heroes'],The Papercut Chronicles,2005-02-22,2005,243773,False,83
123,5fVZC9GiM4e8vu99W0Xf6J,USSM10601178,How to Save a Life,['The Fray'],How To Save A Life,2005-09-13,2005,262533,False,84
124,2mobr1UlKjhxDTOVqng3jw,GBCTA0600230,Home,['Daughtry'],Daughtry (Deluxe Edition),2006-01-01,2006,255666,False,61
125,4NeOWqHmlrGRuBvsLJC9rL,USJI10600477,My Love (feat. T.I.),"['Justin Timberlake', 'T.I.']",FutureSex/LoveSounds Deluxe Edition,2006-09-13,2006,276160,False,78
126,0j2T0R9dR9qdJYsB7ciXhf,USUM70741299,Stronger,['Kanye West'],Graduation,2007-09-11,2007,311866,True,85
127,42iB9FGhrqTXFQtE2Mypxl,USKO10601628,We Fly High,['Jim Jones'],Hustler's P.O.M.E. (Product Of My Environment),2006-11-07,2006,236080,True,55
128,1iOJQhxKSJ7dg3Dk03yPnl,USLF20500242,U + Ur Hand,['P!nk'],I'm Not Dead,2006-04-04,2006,214386,True,69
129,0JPntF36B28bSTUkjplyNd,USKO10601381,Walk It Out,['Unk'],Beat'n Down Yo Block,2006-10-03,2006,173040,True,61
130,1hGy2eLcmC8eKx7qr1tOqx,USSM10701781,Beautiful Girls,['Sean Kingston'],Beautiful Girls,2007-07-23,2007,225373,False,81
131,1oagRT7LfpVlNJN6FSZDGp,USUM70619006,"This Ain't A Scene, It's An Arms Race",['Fall Out Boy'],Infinity On High,2007-01-01,2007,212040,False,73
132,1RGIjMFMgJxkZHMDXVYzOJ,USJI10700366,Bartender (feat. Akon),"['T-Pain', 'Akon']",Epiphany (Expanded Edition),2007-06-05,2007,238800,True,77
133,6DbqCKweKwVkHgRv1CI53D,USJI10700459,"Pop, Lock & Drop It - Video Edit",['Huey'],Notebook Paper,2006-01-01,2006,261026,False,59
134,3QnEp4rluCxUwgpXT43jmC,USUM70609877,Runaway Love,"['Ludacris', 'Mary J. Blige']",Release Therapy,2006-01-01,2006,280680,True,53
135,05tlUh0E6IFks9sCQguQKN,USRH12000116,Rockstar - 2020 Remaster,['Nickelback'],All The Right Reasons (15th Anniversary Expanded Edition),2005-01-01,2005,255493,False,74
136,3Zwu2K0Qa5sT6teCCHPShP,USUM70700326,Thnks fr th Mmrs,['Fall Out Boy'],Infinity On High,2007-01-01,2007,203506,False,83
137,18lR4BzEs7e3qzc0KVkTpU,USWB10700721,What I've Done,['Linkin Park'],Minutes to Midnight,2007-05-14,2007,205226,False,84
138,1MBM7CyZbwJpVbbZJnHHRg,USJI10600503,Summer Love,['Justin Timberlake'],FutureSex/LoveSounds,2006-09-12,2006,252973,False,70
139,5Y77SQxEr1eiofPeUTPHxM,USUM70616516,You,"['Lloyd', 'Lil Wayne']",Street Love,2007-01-01,2007,273133,False,77
140,0U969xYNlAyfzi8P1TaO7u,USYYK0700001,Wait for You,['Elliott Yamin'],Elliott Yamin,2007-03-23,2007,261320,False,61
141,3Cn1FSSTXeQ7hCfrbizrD0,USUM70750591,Last Night,"['Keyshia Cole', 'Diddy']",Just Like You,2007-01-01,2007,255773,False,59
142,4JPCdSaqs9dJd7RatFSHww,QM4TW1638240,Make It Rain,"['Fat Joe', 'Lil Wayne']","Me, Myself & I",2006-11-14,2006,247413,True,63
143,0YkJU6TjjwzsVXUPRIO0DB,USUM70731925,Make Me Better,"['Fabolous', 'Ne-Yo']",From Nothin' To Somethin' (Bonus Track Version),2007-01-01,2007,253573,True,63
144,5qhlC4Rzals34zxovrPzKp,USSM10606021,Ice Box,['Omarion'],21,2006-12-26,2006,256426,False,62
145,40LQiUUUKXVGyNs09lHVjW,USUM70503185,Lips Of An Angel,['Hinder'],Extreme Behavior,2005-01-01,2005,261853,False,76
146,5imShWWzwqfAJ9gXFpGAQh,USSM10602589,Waiting On the World to Change,['John Mayer'],Continuum,2006-09-11,2006,201173,False,77
147,4V2F0DZrAXOWq9hkwMMG3x,USUM70507488,Lost Without U,['Robin Thicke'],The Evolution of Robin Thicke,2006-01-01,2006,254146,False,68
148,5pKC7naTS6FxIDGKmMcayP,USG7D0705301,I'm A Flirt,['Smooth Jazz All Stars'],R. Kelly Smooth Jazz Tribute,2007-08-28,2007,260560,False,17
149,44w63XqGr3sATAzOnOySgF,NLA320581341,If Everyone Cared,['Nickelback'],All the Right Reasons (Special Edition),2005-09-26,2005,218013,False,57
150,2a03afRiyAbNAleOByVju4,USUM70721403,Get It Shawty,['Lloyd'],Street Love,2007-01-01,2007,209533,False,67
151,4wzjNqjKAKDU82e8uMhzmr,USVI20600108,Face Down,['The Red Jumpsuit Apparatus'],Don't You Fake It,2006-01-01,2006,192000,False,80
152,68Zq7PMcPIQE8ol1x3gAqw,USUM70615565,The Way I Live,"['Baby Boy Da Prince', 'Boosie Badazz']",Across The Water,2006-01-01,2006,324906,True,60
153,6oUGAx0vkBcnGzYkvw0ZsA,USSM10600952,Shortie Like Mine (feat. Chris Brown & Johntá Austin),"['Bow Wow', 'Chris Brown', 'Johnta Austin']",The Price Of Fame,2006-12-18,2006,268066,False,64
154,1FMHNVeJ9s1x1l1WlaRs2I,USDW10500174,It Ends Tonight,['The All-American Rejects'],Move Along,2005-01-01,2005,244826,False,62
155,2oWbOh3tLluqTdYL5OEDvs,USJAY0700061,A Bay Bay - Single Version,['Hurricane Chris'],A Bay Bay,2007-06-19,2007,257120,False,55
156,6CFPFnS9EcLs2I0nWqtWci,USUM70731570,Because Of You,['Ne-Yo'],Because Of You,2007-01-01,2007,266840,False,79
157,2elA6JLRaQ6iB7hxiuTKN4,USUM70701555,I Tried,"['Bone Thugs-N-Harmony', 'Akon']",Strength & Loyalty,2007-01-01,2007,287480,True,64
158,5wQnmLuC1W7ATsArWACrgW,USRE10602613,Welcome to the Black Parade,['My Chemical Romance'],The Black Parade,2006-10-23,2006,311106,False,81
159,0mYoKqA23wUUj7BTEgNzjg,USAT20702002,Shawty (feat. T Pain),"['Plies', 'T-Pain']",The Real Testament,2007-08-06,2007,255413,True,65
160,5hnyJvgoWiQUYZttV4wXy6,GBUM70600345,Chasing Cars,['Snow Patrol'],Eyes Open,2006-01-01,2006,267960,False,85
161,2HWWNoWEEEECwZhAiLg7ib,USSM10700448,Beautiful Liar,"['Beyoncé', 'Shakira']",B'Day Deluxe Edition,2007-05-29,2007,199853,False,74
162,0O45fw2L5vsWpdsOdXwNAR,USJI10600269,SexyBack (feat. Timbaland),"['Justin Timberlake', 'Timbaland']",FutureSex/LoveSounds,2006-09-12,2006,242733,True,82
163,4UPcXTh26ilb7owtuyHqNI,USRC10602180,Keep Holding On,['Avril Lavigne'],The Best Damn Thing (Expanded Edition),2007-04-17,2007,239906,False,67
164,2RqZFOLOnzVmHUX7ZMcaES,USUM70740000,Let It Go,"['Keyshia Cole', 'Missy Elliott', ""Lil' Kim""]",Just Like You,2007-01-01,2007,238333,False,69
165,6q3zC9dDD4lUNk8nfUztXy,USUM70722793,Apologize,"['Timbaland', 'OneRepublic']",Shock Value,2007-01-01,2007,184400,False,77
166,0rFOs9paloAvEtzwDX1Kmc,USUM70736197,Bubbly,['Colbie Caillat'],Coco,2007-01-01,2007,196280,False,72
167,358bOvBiZCS9fRzNYosw6c,USLF20600599,Like a Boy,['Ciara'],The Evolution,2006-01-01,2006,237053,False,69
